room,timestamp,current_pm25,current_pm10,current_pm1,current_temp,current_humi,current_current,current_speed,current_volt,pm25_after_10m
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.29,37.74,0.85,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.75,0.78,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.31,37.71,1.15,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.29,37.73,1.52,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.31,37.7,1.07,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.73,0.93,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.28,37.78,0.7,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.29,37.77,1.3,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.35,37.77,0.93,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.71,1.3,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.95,1.22,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.34,38.0,1.0,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.34,37.97,0.85,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.93,1.3,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.34,37.9,1.44,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.79,1.0,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.31,37.89,0.93,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.32,37.65,1.07,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.31,37.68,0.78,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.35,37.68,0.63,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.34,37.58,1.22,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.34,37.5,0.85,3,5.0,1.0
room1,2025-10-20 00:11:00,0.0,0.0,0.0,23.35,37.53,0.85,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.6,1.07,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.55,1.0,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.61,1.44,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.6,1.07,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.39,37.39,1.3,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.48,1.37,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.53,1.0,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.34,37.44,0.93,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.45,1.0,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.41,1.44,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.34,37.41,1.3,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.4,0.93,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.57,0.93,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.54,1.07,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.4,0.78,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.39,37.34,1.3,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.59,1.07,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.38,0.85,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.51,1.22,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.35,37.53,1.44,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.54,0.7,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.51,1.3,3,5.0,1.0
room1,2025-10-20 00:12:00,1.0,1.0,1.0,23.37,37.57,5.22,2,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.46,0.63,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.39,37.38,1.0,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.43,4.85,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.39,37.51,3.3,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.59,4.48,2,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.37,37.43,0.93,3,5.0,1.0
room1,2025-10-20 00:12:00,0.0,0.0,0.0,23.38,37.39,1.07,1,5.0,1.0
room1,2025-10-20 00:13:00,17.0,17.0,11.0,23.42,38.2,4.48,3,5.0,1.0
room1,2025-10-20 00:13:00,14.0,14.0,10.0,23.45,37.96,0.85,3,5.0,1.0
room1,2025-10-20 00:13:00,17.0,17.0,13.0,23.44,38.07,1.0,3,5.0,1.0
room1,2025-10-20 00:13:00,18.0,18.0,13.0,23.42,38.22,4.11,3,5.0,1.0
room1,2025-10-20 00:13:00,6.0,6.0,5.0,23.39,37.87,5.52,3,5.0,1.0
room1,2025-10-20 00:13:00,3.0,3.0,3.0,23.42,37.7,1.74,1,5.0,1.0
room1,2025-10-20 00:13:00,3.0,3.0,3.0,23.39,37.66,2.04,1,5.0,1.0
room1,2025-10-20 00:13:00,11.0,11.0,7.0,23.44,38.16,1.0,3,5.0,1.0
room1,2025-10-20 00:13:00,3.0,3.0,3.0,23.39,37.52,4.41,1,5.0,1.0
room1,2025-10-20 00:13:00,13.0,13.0,10.0,23.41,38.15,4.04,3,5.0,1.0
room1,2025-10-20 00:13:00,14.0,14.0,10.0,23.45,38.04,1.15,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.48,37.88,1.3,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.49,38.02,1.07,3,5.0,1.0
room1,2025-10-20 00:13:00,5.0,5.0,2.0,23.48,38.3,0.85,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.51,37.66,1.37,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.49,37.67,1.07,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.48,37.76,1.0,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.48,37.79,1.0,3,5.0,1.0
room1,2025-10-20 00:13:00,0.0,0.0,0.0,23.48,37.93,0.85,3,5.0,1.0
room1,2025-10-20 00:13:00,4.0,4.0,2.0,23.48,38.15,0.78,3,5.0,1.0
room1,2025-10-20 00:13:00,5.0,5.0,2.0,23.48,38.31,1.37,3,5.0,1.0
room1,2025-10-20 00:13:00,5.0,5.0,2.0,23.48,38.2,1.07,3,5.0,1.0
room1,2025-10-20 03:11:00,1.0,1.0,1.0,25.36,31.97,0.93,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.33,31.85,1.0,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.33,31.87,0.93,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.31,31.86,1.07,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.34,31.81,0.48,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.33,31.84,0.78,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.3,31.9,1.15,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.34,31.97,0.85,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.33,31.84,2.04,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.33,31.85,0.7,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.3,32.01,1.07,1,5.0,0.0
room1,2025-10-20 03:11:00,2.0,2.0,2.0,25.33,32.0,2.55,1,5.0,0.0
room1,2025-10-20 03:11:00,1.0,1.0,1.0,25.31,32.0,3.37,1,5.0,0.0
room1,2025-10-20 03:11:00,2.0,2.0,2.0,25.33,31.9,3.89,1,5.0,0.0
room1,2025-10-20 03:11:00,0.0,0.0,0.0,25.31,31.68,0.85,1,5.0,0.0
room1,2025-10-20 03:11:00,3.0,3.0,3.0,25.33,31.77,1.22,1,5.0,0.0
room1,2025-10-20 03:11:00,1.0,1.0,1.0,25.33,32.0,2.7,1,5.0,0.0
room1,2025-10-20 03:11:00,3.0,3.0,3.0,25.33,31.84,1.22,1,5.0,0.0
room1,2025-10-20 03:11:00,4.0,4.0,4.0,25.34,31.65,1.89,1,5.0,0.0
room1,2025-10-20 03:11:00,4.0,4.0,4.0,25.34,31.64,0.93,1,5.0,0.0
room1,2025-10-20 03:11:00,5.0,5.0,5.0,25.36,31.68,1.07,1,5.0,0.0
room1,2025-10-20 03:11:00,4.0,4.0,4.0,25.34,31.71,1.0,1,5.0,0.0
room1,2025-10-20 03:11:00,4.0,4.0,4.0,25.34,31.65,2.41,1,5.0,0.0
room1,2025-10-20 03:12:00,8.0,8.0,7.0,25.34,31.89,1.44,1,5.0,0.0
room1,2025-10-20 03:12:00,5.0,5.0,4.0,25.36,31.82,1.0,1,5.0,0.0
room1,2025-10-20 03:12:00,5.0,5.0,4.0,25.36,31.91,1.96,1,5.0,0.0
room1,2025-10-20 03:12:00,5.0,5.0,5.0,25.36,31.97,1.15,1,5.0,0.0
room1,2025-10-20 03:12:00,8.0,8.0,7.0,25.36,32.04,2.85,1,5.0,0.0
room1,2025-10-20 03:12:00,3.0,3.0,1.0,25.38,31.86,2.33,1,5.0,0.0
room1,2025-10-20 03:12:00,5.0,5.0,5.0,25.36,31.7,0.26,1,5.0,0.0
room1,2025-10-20 03:12:00,10.0,10.0,7.0,25.38,31.83,1.0,1,5.0,0.0
room1,2025-10-20 03:12:00,7.0,7.0,4.0,25.37,31.77,0.78,1,5.0,0.0
room1,2025-10-20 03:12:00,7.0,7.0,4.0,25.37,31.79,3.96,1,5.0,0.0
room1,2025-10-20 03:12:00,6.0,6.0,4.0,25.37,31.77,2.55,1,5.0,0.0
room1,2025-10-20 03:12:00,4.0,4.0,2.0,25.36,31.87,3.52,1,5.0,0.0
room1,2025-10-20 03:12:00,9.0,9.0,8.0,25.36,31.77,3.37,1,5.0,0.0
room1,2025-10-20 03:12:00,3.0,3.0,1.0,25.38,31.87,2.63,1,5.0,0.0
room1,2025-10-20 03:12:00,9.0,9.0,8.0,25.37,31.76,1.07,1,5.0,0.0
room1,2025-10-20 03:12:00,2.0,2.0,1.0,25.4,31.85,0.93,1,5.0,0.0
room1,2025-10-20 03:12:00,1.0,1.0,0.0,25.4,31.61,1.0,1,5.0,0.0
room1,2025-10-20 03:12:00,2.0,2.0,1.0,25.4,31.82,1.15,1,5.0,0.0
room1,2025-10-20 03:12:00,2.0,2.0,1.0,25.38,31.84,2.48,1,5.0,0.0
room1,2025-10-20 03:12:00,2.0,2.0,1.0,25.4,31.71,2.63,1,5.0,0.0
room1,2025-10-20 03:12:00,1.0,1.0,0.0,25.38,31.64,0.48,1,5.0,0.0
room1,2025-10-20 03:12:00,1.0,1.0,0.0,25.37,31.72,1.22,1,5.0,0.0
room1,2025-10-20 03:12:00,50.0,59.0,35.0,25.38,31.59,3.3,2,5.0,0.0
room1,2025-10-20 03:12:00,7.0,7.0,7.0,25.41,31.67,0.7,1,5.0,0.0
room1,2025-10-20 03:12:00,38.0,44.0,28.0,25.41,31.59,3.15,1,5.0,0.0
room1,2025-10-20 03:12:00,60.0,71.0,47.0,25.4,31.57,2.78,3,5.0,0.0
room1,2025-10-20 03:12:00,2.0,2.0,1.0,25.38,31.85,1.07,1,5.0,0.0
room1,2025-10-20 03:12:00,85.0,89.0,62.0,25.4,31.7,2.33,3,5.0,0.0
room1,2025-10-20 03:12:00,83.0,88.0,57.0,25.41,31.79,2.78,3,5.0,0.0
room1,2025-10-20 03:12:00,1.0,1.0,1.0,25.43,31.7,0.04,1,5.0,0.0
room1,2025-10-20 03:13:00,67.0,78.0,42.0,25.41,31.67,2.7,3,5.0,0.0
room1,2025-10-20 03:13:00,63.0,76.0,37.0,25.41,31.64,2.7,3,5.0,0.0
room1,2025-10-20 03:13:00,61.0,74.0,37.0,25.43,31.72,3.15,3,5.0,0.0
room1,2025-10-20 03:13:00,67.0,78.0,38.0,25.41,31.83,2.78,3,5.0,0.0
room1,2025-10-20 03:13:00,71.0,82.0,41.0,25.43,31.82,3.67,3,5.0,0.0
room1,2025-10-20 03:13:00,83.0,88.0,57.0,25.4,31.85,3.74,3,5.0,0.0
room1,2025-10-20 03:13:00,84.0,87.0,47.0,25.43,31.53,2.63,3,5.0,0.0
room1,2025-10-20 03:13:00,80.0,85.0,45.0,25.43,31.47,4.11,3,5.0,0.0
room1,2025-10-20 03:13:00,49.0,57.0,32.0,25.43,31.43,3.44,3,5.0,0.0
room1,2025-10-20 03:13:00,84.0,87.0,47.0,25.43,31.71,3.44,3,5.0,0.0
room1,2025-10-20 03:13:00,85.0,87.0,47.0,25.44,31.55,2.93,3,5.0,0.0
room1,2025-10-20 03:13:00,81.0,87.0,44.0,25.41,31.69,2.55,3,5.0,0.0
room1,2025-10-20 03:13:00,80.0,86.0,44.0,25.43,31.56,3.37,3,5.0,0.0
room1,2025-10-20 03:13:00,58.0,70.0,36.0,25.46,31.49,3.74,3,5.0,0.0
room1,2025-10-20 03:13:00,69.0,80.0,41.0,25.44,31.58,2.55,3,5.0,0.0
room1,2025-10-20 03:13:00,39.0,43.0,26.0,25.43,31.33,3.89,2,5.0,0.0
room1,2025-10-20 03:13:00,1.0,1.0,0.0,25.44,31.78,0.19,1,5.0,0.0
room1,2025-10-20 03:13:00,20.0,20.0,15.0,25.43,31.4,4.55,1,5.0,0.0
room1,2025-10-20 03:13:00,19.0,19.0,15.0,25.41,31.46,1.59,1,5.0,0.0
room1,2025-10-20 03:13:00,15.0,15.0,12.0,25.41,31.57,0.7,1,5.0,0.0
room1,2025-10-20 03:13:00,12.0,12.0,10.0,25.46,31.55,1.0,1,5.0,0.0
room1,2025-10-20 03:13:00,10.0,10.0,8.0,25.47,31.65,1.67,1,5.0,0.0
room1,2025-10-20 03:13:00,24.0,24.0,19.0,25.44,31.34,3.3,2,5.0,0.0
room1,2025-10-20 03:13:00,7.0,7.0,6.0,25.44,31.65,1.22,1,5.0,0.0
room1,2025-10-20 03:13:00,30.0,30.0,22.0,25.43,31.3,2.55,2,5.0,0.0
room1,2025-10-20 03:13:00,2.0,2.0,1.0,25.47,31.79,1.59,1,5.0,0.0
room1,2025-10-20 03:13:00,1.0,1.0,0.0,25.44,31.69,0.41,1,5.0,0.0
room1,2025-10-20 03:13:00,10.0,10.0,8.0,25.46,31.64,1.81,1,5.0,0.0
room1,2025-10-20 03:13:00,0.0,0.0,0.0,25.44,31.66,1.07,1,5.0,0.0
room1,2025-10-20 03:13:00,4.0,4.0,3.0,25.46,31.72,1.74,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.77,1.81,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.59,1.0,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.61,2.41,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.46,31.59,1.37,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.46,31.62,1.96,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.58,0.7,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.62,2.41,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.77,4.48,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.61,0.93,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.64,1.0,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.62,2.93,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.8,0.7,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.66,0.93,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.75,2.85,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.75,0.93,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.51,32.04,3.96,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.5,31.95,2.85,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.47,31.75,2.41,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,32.11,0.04,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.51,32.12,1.22,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.97,0.7,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.93,1.15,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.85,0.85,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,31.99,0.85,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.51,31.99,0.63,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.5,31.75,0.48,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.5,31.94,0.78,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.51,32.05,1.22,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.48,32.01,2.7,1,5.0,0.0
room1,2025-10-20 03:14:00,0.0,0.0,0.0,25.5,32.08,0.78,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.55,0.56,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.45,0.04,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,32.0,2.33,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.8,2.78,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.56,2.04,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.48,31.51,0.63,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.51,0.78,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.49,2.18,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.48,31.47,2.04,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.43,0.04,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.48,31.99,3.0,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.51,0.56,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.67,2.93,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.53,31.73,3.15,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.75,1.07,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.68,0.7,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.53,31.71,0.7,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.65,0.85,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.51,31.6,3.0,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.54,31.63,2.26,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.54,31.63,3.74,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.5,31.64,0.63,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.53,31.63,1.37,1,5.0,0.0
room1,2025-10-20 03:15:00,0.0,0.0,0.0,25.53,31.57,0.26,1,5.0,0.0
room1,2025-10-22 02:37:00,0.0,0.0,0.0,21.29,38.44,3.44,0,5.0,0.0
room1,2025-10-22 02:37:00,0.0,0.0,0.0,21.32,38.45,4.78,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.32,38.51,4.33,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.34,38.19,4.41,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.32,38.27,4.48,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.34,38.3,4.18,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.34,38.32,5.74,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.33,38.39,4.55,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.34,38.38,4.18,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.34,38.25,4.7,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.32,38.47,5.89,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.3,38.52,4.18,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.32,38.51,4.26,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.32,38.53,4.26,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.3,38.59,5.44,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.33,38.22,6.04,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.3,38.47,4.55,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.33,38.22,4.41,0,5.0,0.0
room1,2025-10-22 02:38:00,0.0,0.0,0.0,21.33,38.29,5.52,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.36,38.12,5.22,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.37,38.13,4.92,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.37,38.14,6.55,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.39,38.18,5.15,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.37,38.21,5.37,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.39,38.15,4.7,0,5.0,0.0
room1,2025-10-22 02:38:00,1.0,1.0,0.0,21.36,38.21,6.85,0,5.0,0.0
